spent,date,shown,link
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (23 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR07515925414875758593?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 6 May 2024 (22 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR07154511544779276289?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹10K – ₹15K,From 13 - 29 Apr 2024 (17 days),Shown 45K – 50K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06853122213466341377?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (22 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06532223147830149121?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹4K – ₹4.5K,From 21 - 29 Apr 2024 (8 days),Shown 10K – 15K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06226705150354915329?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 21 Apr - 18 May 2024 (26 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06046842640236806145?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 13 Apr - 30 May 2024 (35 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05810327793497538561?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹35K – ₹40K,From 13 Apr - 12 May 2024 (19 days),Shown 125K – 150K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05762688153689260033?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 24 Apr - 5 May 2024 (11 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05731647840925515777?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (22 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05682397416582545409?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 31 May 2024 (36 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05640791896587501569?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 19 Apr - 18 May 2024 (25 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05524049050485129217?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (22 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05035004970148036609?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 13 Apr - 8 May 2024 (24 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04890221279002492929?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 30 May 2024 (36 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04501381190862766081?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 21 Apr - 29 May 2024 (37 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04302260734584160257?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 27 Apr - 18 May 2024 (22 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04234668807022444545?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 30 May 2024 (33 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04066783826821513217?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 30 May 2024 (28 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03987548620877463553?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 20 Apr - 24 May 2024 (24 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03833446568686518273?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (18 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03763863975322714113?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 27 Apr - 15 May 2024 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03759116833869791233?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹20K – ₹25K,From 13 - 29 Apr 2024 (16 days),Shown 80K – 90K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03639803879337492481?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 24 Apr - 4 May 2024 (11 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03420896611805429761?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹3K – ₹3.5K,From 21 Apr - 12 May 2024 (13 days),Shown 10K – 15K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03385215260460843009?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 30 May 2024 (36 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03146870826372956161?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 30 May 2024 (36 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03061302433452916737?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹9K – ₹10K,From 21 Apr - 17 May 2024 (22 days),Shown 35K – 40K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02998468642460401665?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 1 Jun 2024 (35 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02864269949755457537?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 26 Apr - 5 May 2024 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02749026287757557761?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 6 May 2024 (20 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02668926315918262273?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (18 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02636327995177959425?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (28 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02472791033709068289?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 19 Apr - 18 May 2024 (18 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02453931110757826561?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 13 Apr - 14 Jun 2024 (50 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02414367383855562753?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 23 Apr - 18 May 2024 (26 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR01975716120442699777?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹3.5K – ₹4K,From 21 Apr - 12 May 2024 (13 days),Shown 10K – 15K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR01857087611898691585?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹9K – ₹10K,From 13 Apr - 21 May 2024 (19 days),Shown 30K – 35K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR01737033036773457921?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 21 Apr - 24 May 2024 (30 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR01354654778470170625?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 24 Apr - 5 May 2024 (11 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR01296728107872419841?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 13 Apr - 31 May 2024 (47 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR01049328096018169857?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00805333271675142145?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 30 May 2024 (35 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00683401830201294849?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹4.5K – ₹5K,From 21 - 29 Apr 2024 (8 days),Shown 15K – 20K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00592983491491135489?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 21 Apr - 18 May 2024 (17 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00571591393261125633?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (23 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00204665671374602241?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 23 May 2024 (30 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00163499956030668801?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 23 Apr - 18 May 2024 (26 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00124173723640004609?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 26 Apr - 5 May 2024 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00023363350779920385?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 24 Apr - 5 May 2024 (11 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR18221255507530743809?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR18166991310165114881?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR18026816771763208193?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17940632652331614209?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (25 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17856190159318417409?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹3K – ₹3.5K,From 21 - 29 Apr 2024 (8 days),Shown 10K – 15K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16956531262565122049?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16570465242262274049?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (18 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16478141449901178881?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 5 May 2024 (20 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16364935732705361921?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹1.5K – ₹2K,From 21 Apr - 21 May 2024 (11 days),Shown 7K – 8K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16331938289244176385?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 13 Apr - 29 May 2024 (44 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16161605246404001793?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 13 Apr - 29 May 2024 (45 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16133739223709646849?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (35 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16068876833763885057?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (30 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16030877711907946497?region=20471&start-date=2024-03-31&end-date=2024-04-30&topic=political
